163630015,484182550,-44723833
163631015,484182599,-44723750
163632015,484182583,-44723600
163633015,484182583,-44723600
163634015,484182683,-44723650
163635015,484182783,-44723766
163636015,484182900,-44723900
163637015,484182933,-44723983
163638015,484182966,-44724199
163639015,484183016,-44724333
163640015,484183049,-44724416
163641015,484183083,-44724533
163642015,484183033,-44724650
163643015,484183166,-44724616
163644015,484183216,-44724533
163645015,484183250,-44724616
163646015,484183316,-44724683
163647015,484183350,-44724633
163648015,484183366,-44724550
163649015,484183416,-44724533
163650015,484183483,-44724550
163651015,484183483,-44724583
163652015,484183483,-44724650
163653015,484183533,-44724716
163654015,484183566,-44724733
163655015,484183516,-44724783
163656015,484183533,-44724850
163657015,484183533,-44724850
163658015,484183533,-44724900
163659015,484183600,-44724950
163700015,484183666,-44724983
163701015,484183733,-44725050
163702015,484183716,-44724966
163703015,484183683,-44724933
163704015,484183733,-44724983
163705015,484183700,-44724950
163706015,484183666,-44724900
163707015,484183650,-44724866
163708015,484183633,-44724766
163709015,484183616,-44724633
163710015,484183650,-44724483
163711015,484183616,-44724400
163712015,484183600,-44724466
163713015,484183616,-44724433
163714015,484183633,-44724366
163715015,484183616,-44724333
163716015,484183716,-44724250
163717015,484183766,-44724216
163718015,484183833,-44724199
163719015,484183783,-44724150
163720015,484183750,-44724133
163721015,484183750,-44724199
163722015,484183700,-44724266
163723015,484183666,-44724300
163724015,484183700,-44724383
163725015,484183716,-44724500
163726015,484183633,-44724466
163727015,484183566,-44724466
163728015,484183533,-44724449
163729015,484183516,-44724466
163730015,484183499,-44724433
163731015,484183466,-44724383
163732015,484183466,-44724416
163733015,484183450,-44724366
163734015,484183483,-44724366
163735015,484183499,-44724433
163736015,484183533,-44724449
163737015,484183533,-44724400
163738015,484183583,-44724350
163739015,484183583,-44724283
163740015,484183600,-44724199
163741015,484183616,-44724166
163742015,484183633,-44724216
163743015,484183633,-44724266
163744015,484183650,-44724266
163745015,484183633,-44724233
163746015,484183666,-44724250
163747015,484183650,-44724199
163748015,484183650,-44724116
163749015,484183633,-44724066
163750015,484183583,-44724100
163751015,484183550,-44724066
163752015,484183533,-44724066
163753015,484183499,-44724033
163754015,484183466,-44724050
163755015,484183450,-44724033
163756015,484183400,-44724100
163757015,484183350,-44724083
163758015,484183316,-44724033
163759015,484183300,-44724016
163800015,484183300,-44724000
163801015,484183300,-44724000
163802015,484183266,-44723966
163803015,484183250,-44723933
163804015,484183216,-44723900
163805015,484183200,-44723916
163806015,484183183,-44723916
163807015,484183166,-44723950
163808015,484183133,-44723933
163809015,484183083,-44723916
163810015,484183000,-44723833
163811015,484182950,-44723766
163812015,484182866,-44723700
163813015,484182833,-44723683
163814015,484182766,-44723633
163815015,484182716,-44723600
163816015,484182650,-44723533
163817015,484182583,-44723533
163818015,484182550,-44723533
163819015,484182550,-44723550
163820015,484182583,-44723583
163821015,484182583,-44723583
163822015,484182616,-44723633
163823015,484182599,-44723633
163824015,484182650,-44723700
163825015,484182700,-44723766
163826015,484182716,-44723816
163827015,484182800,-44723950
163828015,484182800,-44723983
163829015,484182816,-44724033
163830015,484182783,-44724016
163831015,484182700,-44723966
163832015,484182733,-44724033
163833015,484182683,-44724000
163834015,484182599,-44723950
163835015,484182666,-44724050
163836015,484182650,-44724033
163837015,484182666,-44724050
163838015,484182733,-44724133
163839015,484182833,-44724250
163840015,484182883,-44724333
163841015,484182883,-44724350
163842015,484182866,-44724350
163843015,484182816,-44724333
163844015,484182816,-44724366
163845015,484182750,-44724333
163846015,484182716,-44724283
163847015,484182700,-44724250
163848015,484182666,-44724216
163849015,484182650,-44724199
163850015,484182666,-44724199
163851015,484182683,-44724250
163852015,484182683,-44724283
163853015,484182700,-44724333
163854015,484182716,-44724366
163855015,484182716,-44724383
163856015,484182616,-44724333
163857015,484182599,-44724350
163858015,484182599,-44724350
163859015,484182599,-44724383
163900015,484182566,-44724366
163901015,484182466,-44724250
163902015,484182433,-44724216
163903015,484182300,-44724116
163904015,484182266,-44724116
163905015,484182266,-44724116
163906015,484182233,-44724100
163907015,484182183,-44724083
163908015,484182116,-44724016
163909015,484182050,-44723966
163910015,484181966,-44723900
163911015,484181966,-44723916
163912015,484181966,-44723933
163913015,484181983,-44723916
163914015,484181966,-44723900
163915015,484181950,-44723883
163916015,484181950,-44723883
163917015,484181916,-44723866
163918015,484181916,-44723866
163919015,484181916,-44723850
163920015,484181983,-44723900
163921015,484181966,-44723900
163922015,484181966,-44723916
163923015,484181966,-44723916
163924015,484182033,-44724000
163925015,484182050,-44724050
163926015,484182100,-44724116
163927015,484182116,-44724150
163928015,484182100,-44724133
163929015,484182050,-44724083
163930015,484181983,-44724016
163931015,484181900,-44723916
163932015,484181850,-44723850
163933015,484181833,-44723800
163934015,484181750,-44723733
163935015,484181666,-44723650
163936015,484181650,-44723650
163937015,484181666,-44723633
163938015,484181650,-44723616
163939015,484181583,-44723566
163940015,484181583,-44723566
163941015,484181500,-44723499
163942015,484181483,-44723533
163943015,484181450,-44723533
163944015,484181400,-44723483
163945015,484181350,-44723466
163946015,484181316,-44723400
163947015,484181283,-44723333
